,County FIPS,County Name,State,Population,"Weekly New Cases as of January 10, 2022","Weekly New Deaths as of January 10, 2022","Cases Moving Avg. December 7, 2021","Deaths Moving Avg. December 7, 2021","Cases Moving Avg. December 14, 2021","Deaths Moving Avg. December 14, 2021","Cases Moving Avg. December 21, 2021","Deaths Moving Avg. December 21, 2021","Cases Moving Avg. December 28, 2021","Deaths Moving Avg. December 28, 2021","Cases Moving Avg. January 4, 2022","Deaths Moving Avg. January 4, 2022","7-Day Daily Cases per 100,000 as of January 10, 2022","7-Day Daily Deaths per 100,000 as of January 10, 2022",% Unemployed,Median Household Income,Approximate Population Density,% African American,% Hispanic,% Asian American,% White American,% Native American or Alaska Native,% Native Hawaiian or Pacific Islander,% Adults With Degree 2015-19,"Mask Mandate Details as of January 11, 2022",Learn More,"% Fully Vaccinated as of January 12, 2022","% ≥ 12 Fully Vaccinated as of January 12, 2022","% ≥ 18 Fully Vaccinated as of January 12, 2022","% ≥ 65 Fully Vaccinated as of January 12, 2022","% At Least Partially Vaccinated as of January 12, 2022","% with Vaxx. and Booster as of January 12, 2022","% ≥ 18 with Vaxx. and Booster as of January 12, 2022","% ≥ 50 with Vaxx. and Booster as of January 12, 2022","% ≥ 65 with Vaxx. and Booster as of January 12, 2022"
47,1095,"Marshall County, AL",AL,96774,1174,8,11.37,0.3,20.37,0.15,21.7,0.0,41.33,0.0,173.31,1.18,173.31,1.18,2.5,48913.0,171.03,3.18,14.75,0.71,92.81,1.11,0.29,31.1,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,43.6,52.0,55.2,79.7,53.3,29.2,30.7,40.8,51.7
48,1097,"Mobile County, AL",AL,413210,9659,7,6.26,0.07,9.65,0.14,33.57,0.07,104.13,0.07,333.94,0.24,333.94,0.24,3.7,49492.0,336.11,36.23,3.01,2.07,59.01,0.94,0.04,29.3,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,47.2,55.4,57.8,78.5,57.6,30.3,31.9,42.8,52.6
49,1099,"Monroe County, AL",AL,20733,430,0,0.69,0.0,6.89,0.0,24.12,0.0,73.73,0.0,296.28,0.0,296.28,0.0,4.9,40005.0,20.21,40.98,1.67,0.46,55.36,1.34,0.04,24.9,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,42.0,48.0,50.3,64.4,53.1,29.9,31.5,41.1,48.6
50,1101,"Montgomery County, AL",AL,226486,5781,6,7.44,0.38,20.06,0.06,56.07,0.13,124.95,0.32,364.64,0.38,364.64,0.38,3.1,52711.0,288.75,59.32,3.68,3.28,35.51,0.34,0.09,28.4,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,50.8,59.8,61.8,80.4,64.4,27.5,29.2,40.0,48.0
51,1103,"Morgan County, AL",AL,119679,2052,6,19.46,0.36,24.11,0.6,38.44,0.6,71.14,0.12,244.94,0.72,244.94,0.72,2.6,54355.0,206.57,13.09,8.75,0.68,82.82,1.08,0.15,31.3,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,41.7,48.8,51.5,76.0,49.4,33.0,34.4,44.6,55.8
52,1105,"Perry County, AL",AL,8923,185,0,6.4,1.6,1.6,0.0,6.4,0.0,46.43,0.0,296.18,0.0,296.18,0.0,5.2,29572.0,12.4,67.95,1.61,0.63,30.24,0.33,0.07,23.1,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,46.3,53.4,54.8,70.9,56.1,32.4,34.5,44.6,52.7
53,1107,"Pickens County, AL",AL,19930,359,1,6.45,0.72,16.49,0.0,11.47,0.0,49.46,0.0,257.33,0.72,257.33,0.72,3.5,40249.0,22.61,39.96,5.24,0.32,58.04,0.26,0.35,30.2,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,47.0,53.7,55.8,72.6,57.9,29.1,30.3,40.3,48.0
54,1109,"Pike County, AL",AL,33114,445,1,14.67,0.0,10.35,0.86,34.08,0.0,69.46,0.0,191.98,0.43,191.98,0.43,3.3,41271.0,49.27,37.84,2.42,1.87,57.49,0.7,0.08,25.5,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,39.8,45.4,46.3,79.6,48.4,26.2,27.6,38.0,45.9
55,1111,"Randolph County, AL",AL,22722,385,1,15.72,0.0,16.35,0.0,37.72,0.0,78.59,0.0,242.06,0.63,242.06,0.63,3.0,42922.0,39.14,19.23,3.0,0.46,77.98,0.47,0.11,28.2,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,32.1,37.2,39.7,61.7,39.5,31.8,32.6,39.6,47.9
56,1113,"Russell County, AL",AL,57961,666,1,9.86,0.25,9.86,0.0,28.59,0.0,38.45,0.25,164.15,0.25,164.15,0.25,2.9,43670.0,90.4,45.49,5.83,0.88,49.94,0.71,0.28,34.6,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,38.3,45.2,46.9,76.1,51.8,25.9,27.7,37.0,43.9
57,1115,"St. Clair County, AL",AL,89512,1646,2,15.32,0.32,23.46,0.48,35.43,0.16,73.09,0.0,262.69,0.32,262.69,0.32,2.7,65403.0,141.65,9.66,2.44,0.9,87.48,0.38,0.07,32.9,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,37.5,43.6,46.0,69.3,45.0,29.4,30.8,40.0,50.0
58,1117,"Shelby County, AL",AL,217702,4139,2,12.01,0.26,22.64,0.2,50.72,0.07,96.66,0.13,271.6,0.13,271.6,0.13,2.2,77801.0,277.2,13.32,5.8,2.26,82.54,0.4,0.05,29.9,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,34.5,40.0,41.2,50.6,43.0,27.2,29.2,38.1,47.1
59,1119,"Sumter County, AL",AL,12427,219,0,9.2,1.15,6.9,0.0,9.2,0.0,60.93,0.0,251.76,0.0,251.76,0.0,4.5,29209.0,13.75,71.4,1.2,1.92,25.65,0.16,0.03,29.8,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,48.0,54.8,55.7,81.2,64.4,31.4,33.3,43.4,50.8
60,1121,"Talladega County, AL",AL,79978,1556,6,10.54,0.36,20.72,0.0,26.26,0.54,74.13,0.0,277.93,1.07,277.93,1.07,3.4,47719.0,108.55,33.02,2.39,0.7,64.07,0.44,0.03,31.6,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,35.2,40.5,42.6,63.7,43.1,31.5,32.9,41.8,51.2
61,1123,"Tallapoosa County, AL",AL,40367,919,3,14.16,0.35,36.81,0.35,25.13,0.0,87.77,0.0,325.23,1.06,325.23,1.06,3.0,47100.0,56.34,27.0,2.53,0.58,70.53,0.45,0.06,29.5,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,37.3,43.1,45.0,65.1,44.2,35.7,37.2,45.8,55.5
62,1125,"Tuscaloosa County, AL",AL,209355,3485,11,13.58,0.14,12.42,0.2,24.63,0.2,52.06,0.2,237.81,0.75,237.81,0.75,2.7,52307.0,158.4,32.42,3.97,1.62,64.22,0.37,0.06,27.7,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,41.8,48.2,49.4,75.3,50.7,30.1,31.8,43.6,53.2
63,1127,"Walker County, AL",AL,63521,762,4,25.19,1.35,20.02,0.22,23.16,0.22,33.96,0.0,171.37,0.9,171.37,0.9,3.3,45991.0,80.29,6.19,2.65,0.57,90.93,0.58,0.11,33.0,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,45.5,53.1,56.1,81.9,54.7,30.0,31.2,40.2,49.7
64,1129,"Washington County, AL",AL,16326,154,1,6.13,0.0,0.88,0.0,14.0,0.0,21.0,0.0,134.75,0.88,134.75,0.88,4.6,48864.0,15.11,23.3,1.62,1.15,66.01,7.99,0.13,26.9,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,44.2,51.2,54.5,79.8,54.1,28.5,29.6,38.6,47.9
65,1131,"Wilcox County, AL",AL,10373,167,0,5.51,0.0,12.39,0.0,16.53,0.0,57.84,0.0,229.99,0.0,229.99,0.0,7.1,30998.0,11.67,71.06,1.44,0.2,27.65,0.22,0.02,24.5,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,51.0,59.8,62.1,80.8,64.9,33.3,35.4,44.6,49.8
66,1133,"Winston County, AL",AL,23629,269,3,12.09,0.6,18.14,0.0,15.72,0.0,41.72,0.0,162.63,1.81,162.63,1.81,3.3,40827.0,38.55,1.0,3.31,0.36,95.91,0.86,0.21,27.8,Alabama's mask mandate expired April 9. The state Department of Public Health recommends face-covering in public as part of its COVID-19 safety guidance. Municipal mask mandates in Birmingham and Montgomery expired in May.,Covid-19 Prevention Guidelines - https://www.alabamapublichealth.gov/covid19/prevention.html,21.3,24.4,25.9,39.4,25.7,29.0,29.8,37.0,45.6
67,2013,"Aleutians East Borough, AK",AK,3337,8,0,4.28,0.0,0.0,0.0,4.28,0.0,4.28,0.0,34.25,0.0,34.25,0.0,2.8,66923.0,0.48,10.19,14.77,43.36,21.13,20.2,1.2,30.5,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,71.3,74.0,72.5,46.2,81.4,23.4,24.4,43.3,68.5
68,2016,"Aleutians West Census Area, AK",AK,5634,51,0,2.54,0.0,0.0,0.0,15.21,0.0,78.6,0.0,129.32,0.0,129.32,0.0,3.6,84726.0,1.28,7.06,13.97,40.11,33.94,12.07,2.54,33.4,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,59.2,63.2,62.8,59.4,69.7,26.2,27.6,45.7,59.4
69,2050,"Bethel Census Area, AK",AK,18386,100,0,24.86,0.0,27.97,3.88,14.76,0.0,40.4,0.0,77.7,0.0,77.7,0.0,12.9,48262.0,0.45,0.95,2.74,1.0,10.29,83.86,0.24,22.6,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,64.6,80.8,81.3,86.9,71.8,36.4,44.1,59.1,66.0
70,2060,"Bristol Bay Borough, AK",AK,836,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,87950.0,1.66,0.84,7.42,1.79,41.63,35.05,0.24,34.5,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,95.0,95.0,95.0,89.7,95.0,34.7,36.2,60.8,78.7
71,2068,"Denali Borough, AK",AK,2097,1,0,0.0,0.0,6.81,0.0,13.62,0.0,13.62,0.0,6.81,0.0,6.81,0.0,8.5,78434.0,0.16,2.05,3.81,5.39,82.93,5.05,0.05,31.4,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,50.3,56.1,56.6,77.7,60.0,43.5,47.2,57.5,69.2
72,2070,"Dillingham Census Area, AK",AK,4916,16,0,23.25,0.0,14.53,2.91,17.44,0.0,66.84,0.0,46.5,0.0,46.5,0.0,8.1,57436.0,0.26,0.81,3.7,0.92,15.79,73.05,0.18,27.0,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,48.6,60.0,59.7,70.9,54.8,39.1,45.4,63.3,75.4
73,2090,"Fairbanks North Star Borough, AK",AK,96849,633,0,12.69,0.15,18.0,1.18,24.49,0.0,41.3,0.0,93.37,0.0,93.37,0.0,5.4,74076.0,13.19,5.32,8.2,3.39,75.61,8.17,0.59,40.5,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,53.4,62.8,64.2,78.4,63.0,29.9,32.4,51.6,61.9
74,2100,"Haines Borough, AK",AK,2530,30,0,5.65,0.0,16.94,0.0,56.47,0.0,146.81,0.0,169.4,0.0,169.4,0.0,8.9,62548.0,1.09,0.59,3.6,0.87,79.76,10.83,0.0,33.6,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,67.5,74.3,76.8,85.6,72.1,46.7,49.9,61.5,72.9
75,2105,"Hoonah-Angoon Census Area, AK",AK,2148,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,53141.0,0.33,2.19,5.96,0.98,48.84,38.08,0.19,33.9,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,70.1,76.3,75.9,82.0,74.8,52.8,58.5,67.5,78.5
76,2122,"Kenai Peninsula Borough, AK",AK,58708,224,0,18.98,0.0,20.2,2.68,17.52,0.0,32.36,0.0,54.51,0.0,54.51,0.0,6.8,68625.0,3.65,0.81,4.27,1.86,83.28,8.0,0.3,36.8,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,44.5,51.5,53.9,75.0,50.5,42.5,44.9,54.2,63.0
77,2130,"Ketchikan Gateway Borough, AK",AK,13901,47,0,68.85,1.03,46.25,1.03,58.58,0.0,56.52,0.0,48.3,0.0,48.3,0.0,6.2,75706.0,2.86,1.08,5.58,8.15,67.44,13.86,0.36,37.8,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,61.7,70.4,71.7,85.1,67.7,38.6,41.9,55.2,66.4
78,2150,"Kodiak Island Borough, AK",AK,12998,311,0,12.09,0.0,9.89,0.0,36.27,0.0,70.34,0.0,341.81,0.0,341.81,0.0,5.6,79669.0,1.98,1.3,8.64,21.94,54.95,13.08,1.0,32.1,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,61.7,72.5,73.3,93.2,68.6,39.0,43.3,57.5,70.3
79,2158,"Kusilvak Census Area, AK",AK,8314,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,35369.0,0.49,0.94,2.99,0.43,3.76,92.41,0.02,19.0,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,65.1,86.1,85.3,92.9,71.3,31.1,40.1,54.8,63.6
80,2164,"Lake and Peninsula Borough, AK",AK,1592,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,51693.0,0.07,1.26,3.45,3.08,23.68,61.68,0.31,27.7,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,57.2,66.7,67.6,71.6,64.6,45.9,53.4,64.9,90.1
81,2170,"Matanuska-Susitna Borough, AK",AK,108317,302,0,23.87,0.0,22.16,3.82,23.34,0.0,59.09,0.0,39.83,0.0,39.83,0.0,6.9,75856.0,4.4,1.34,5.18,1.73,82.51,6.95,0.43,38.3,"Alaska's Department of Health Social Services “strongly encourages the wearing of masks in public,” but the state has not required it. Anchorage, Alaska's largest city, lifted a municipal indoor mask mandate Dec. 8; a similar order remains in place in Juneau, the state capital.",Alaska Health Department'S Mask Guidance - http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/coveryourface.aspx,36.4,43.3,45.1,66.4,41.7,32.9,35.7,47.2,57.8
